domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
asset,capital_finance,asset_capex_project,contingency_reserve_amount,contingency_reserve_amount,Contingency Reserve Amount,"DECIMAL(18,2)",,,,,master_data,"Contingency reserve budget allocated for unforeseen risks and changes during project execution, expressed in USD.",SAP PS Project System
asset,capital_finance,asset_capex_project,cpcn_number,cpcn_number,Certificate of Public Convenience and Necessity (CPCN) Number,STRING,,,,,master_data,Certificate number issued by the state Public Utility Commission (PUC) or Public Service Commission (PSC) authorizing the utility to construct or acquire major capital assets.,State Public Utility Commission Regulations
asset,capital_finance,asset_capex_project,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when the capital project record was first created in the system.,SAP PS Project System
asset,capital_finance,asset_capex_project,depreciation_method,depreciation_method,Depreciation Method,STRING,,,,,master_data,"Depreciation method to be applied to the capital asset once placed in service (e.g., Straight-Line, Declining Balance, Units of Production).",FASB ASC 980 Regulated Operations
asset,capital_finance,asset_capex_project,environmental_permit_number,environmental_permit_number,Environmental Permit Number,STRING,,,,,master_data,Reference number for the environmental permit or approval obtained for the capital project.,EPA Environmental Protection Agency
asset,capital_finance,asset_capex_project,environmental_permit_required_flag,environmental_permit_required_flag,Environmental Permit Required Flag,BOOLEAN,,,,,master_data,Indicates whether the capital project requires environmental permits or assessments from EPA or state environmental agencies.,EPA Environmental Protection Agency
asset,capital_finance,asset_capex_project,ferc_account_code,ferc_account_code,Federal Energy Regulatory Commission (FERC) Account Code,STRING,,,,,master_data,"FERC Uniform System of Accounts code for the capital asset classification, used for regulatory reporting and rate base determination.",FERC Uniform System of Accounts
asset,capital_finance,asset_capex_project,forecast_at_completion_amount,forecast_at_completion_amount,Forecast at Completion Amount,"DECIMAL(18,2)",,,,,master_data,"Projected total capital expenditure at project completion based on current actuals and remaining estimates, expressed in USD.",SAP PS Project System
asset,capital_finance,asset_capex_project,funding_source,funding_source,Funding Source,STRING,,,,,master_data,"Source of capital funding for the project, such as rate base recovery, debt financing, equity, grants, or customer contributions.",FASB ASC 980 Regulated Operations
asset,capital_finance,asset_capex_project,geographic_region,geographic_region,Geographic Region,STRING,,,,,master_data,"Geographic region or service territory where the capital project is located (e.g., Northern Region, Southern Region, Metro Area).",Esri ArcGIS Geographic Information System
asset,capital_finance,asset_capex_project,in_service_date_actual,in_service_date_actual,In-Service Date Actual,DATE,,,,,master_data,"Actual date when the capital asset or system was placed into operational service, triggering depreciation and rate base inclusion.",FASB ASC 980 Regulated Operations
asset,capital_finance,asset_capex_project,in_service_date_target,in_service_date_target,In-Service Date Target,DATE,,,,,master_data,Target date when the capital asset or system is planned to be placed into operational service and begin depreciation.,FASB ASC 980 Regulated Operations
asset,capital_finance,asset_capex_project,irp_alignment_flag,irp_alignment_flag,Integrated Resource Plan (IRP) Alignment Flag,BOOLEAN,,,,,master_data,Indicates whether the capital project is aligned with and included in the utility's approved Integrated Resource Plan (IRP).,State Public Utility Commission IRP Requirements
asset,capital_finance,asset_capex_project,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when the capital project record was last updated or modified.,SAP PS Project System
asset,capital_finance,asset_capex_project,planning_horizon,planning_horizon,Planning Horizon,STRING,,,,1_year|5_year|10_year,master_data,"Time horizon category for capital planning purposes: 1-year (near-term), 5-year (mid-term), or 10-year (long-term) planning cycle.",ISO 55000 Asset Management
asset,capital_finance,asset_capex_project,project_completion_date,project_completion_date,Project Completion Date,DATE,,,,,master_data,Date when the capital project was officially closed and all deliverables were completed.,SAP PS Project System
asset,capital_finance,asset_capex_project,project_description,project_description,Project Description,STRING,,,,,master_data,"Detailed narrative description of the capital project scope, objectives, deliverables, and business justification.",SAP PS Project System
asset,capital_finance,asset_capex_project,project_name,project_name,Project Name,STRING,,,,,master_data,Descriptive name of the capital project for human identification and reporting purposes.,SAP PS Project System
asset,capital_finance,asset_capex_project,project_number,project_number,Project Number,STRING,,,,,master_data,"Business identifier for the CAPEX project, typically the SAP Work Breakdown Structure (WBS) element or project code used across financial and project management systems.",SAP PS Project System
asset,capital_finance,asset_capex_project,project_start_date,project_start_date,Project Start Date,DATE,,,,,master_data,"Date when the capital project officially commenced, marking the beginning of planning or execution activities.",SAP PS Project System
asset,capital_finance,asset_capex_project,project_status,project_status,Project Status,STRING,,,,planning|design|procurement|construction|commissioning|closed,master_data,"Current lifecycle phase of the capital project: planning, design, procurement, construction, commissioning, or closed.",SAP PS Project System
asset,capital_finance,asset_capex_project,project_type,project_type,Project Type,STRING,,,,new_construction|replacement|upgrade|compliance_driven|capacity_expansion|technology_modernization,master_data,"Classification of the capital project by its primary purpose: new construction, asset replacement, system upgrade, compliance-driven investment, capacity expansion, or technology modernization.",ISO 55000 Asset Management
asset,capital_finance,asset_capex_project,rab_inclusion_flag,rab_inclusion_flag,Regulatory Asset Base (RAB) Inclusion Flag,BOOLEAN,,,,,master_data,Indicates whether the capital project is included in the Regulatory Asset Base (RAB) for rate-making purposes.,FASB ASC 980 Regulated Operations
asset,capital_finance,asset_capex_project,rate_case_reference,rate_case_reference,Rate Case Reference,STRING,,,,,master_data,Reference identifier for the General Rate Case (GRC) filing in which the capital project is included for cost recovery.,State Public Utility Commission Rate Case Procedures
asset,capital_finance,asset_capex_project,regulatory_approval_reference,regulatory_approval_reference,Regulatory Approval Reference,STRING,,,,,master_data,Reference number or identifier for the regulatory approval or Certificate of Public Convenience and Necessity (CPCN) authorizing the capital investment.,FERC Federal Energy Regulatory Commission
asset,capital_finance,asset_capex_project,replacement_driver,replacement_driver,Replacement Driver,STRING,,,,end_of_life|condition_based|compliance|capacity|technology_obsolescence,master_data,"Primary business or technical reason driving the asset replacement or capital investment: end-of-life, condition-based assessment, regulatory compliance, capacity constraints, or technology obsolescence.",ISO 55000 Asset Management
asset,capital_finance,asset_capex_project,replacement_priority_score,replacement_priority_score,Replacement Priority Score,INT,,,,,master_data,"Numerical score representing the relative priority of the replacement project based on risk, condition, criticality, and business impact assessment.",ISO 55000 Asset Management
asset,capital_finance,asset_capex_project,safety_classification,safety_classification,Safety Classification,STRING,,,,,master_data,"Safety risk classification of the capital project based on OSHA and internal safety standards (e.g., High Risk, Medium Risk, Low Risk).",OSHA Occupational Safety and Health Administration
asset,capital_finance,asset_capex_project,service_territory_code,service_territory_code,Service Territory Code,STRING,,,,,master_data,Code identifying the specific service territory or operating area where the capital project is deployed.,Esri ArcGIS Geographic Information System
asset,capital_finance,asset_capex_project,sponsoring_business_unit,sponsoring_business_unit,Sponsoring Business Unit,STRING,,,,,master_data,"The organizational division or business unit responsible for sponsoring and owning the capital project (e.g., Generation, Transmission, Distribution, Gas Operations).",SAP ERP Organizational Structure
asset,capital_finance,asset_capex_project,total_authorized_budget_amount,total_authorized_budget_amount,Total Authorized Budget Amount,"DECIMAL(18,2)",,,,,master_data,"Total capital expenditure budget authorized for the project by executive management or board approval, expressed in USD.",FASB ASC 980 Regulated Operations
asset,capital_finance,asset_capex_project,useful_life_years,useful_life_years,Useful Life Years,INT,,,,,master_data,"Expected useful life of the capital asset in years, used for depreciation calculation and asset management planning.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,compliance_document_id,compliance_document_id,Compliance Document Identifier,BIGINT,Y,,,,master_data,Primary key for compliance_document,
asset,capital_finance,compliance_document,asset_capex_project_id,asset_capex_project_id,Associated Project ID,BIGINT,,asset.asset_capex_project.asset_capex_project_id,,,master_data,Reference to the capital project or work order for which this permit or document was obtained. Links compliance documentation to CAPEX planning and project management.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,asset_registry_id,asset_registry_id,Asset ID,BIGINT,,asset.registry.registry_id,,,master_data,Reference to the physical asset or equipment to which this compliance document or permit applies. Links to the asset registry in Maximo EAM.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,cost_center_id,cost_center_id,Cost Center Id (Foreign Key),BIGINT,,finance.cost_center.cost_center_id,,,master_data,Foreign key linking to finance.cost_center. Business justification: Permit cost allocation requires cost center for regulatory expense tracking.,Internal - LLM Generated Cross-Domain Link
asset,capital_finance,compliance_document,facility_id,facility_id,Facility ID,BIGINT,,property.facility.facility_id,,,master_data,"Reference to the facility, plant, substation, or site to which this compliance document or permit applies. May be used when the document applies to an entire facility rather than a specific asset.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,gl_account_id,gl_account_id,Gl Account Id (Foreign Key),BIGINT,,finance.gl_account.gl_account_id,,,master_data,Foreign key linking to finance.gl_account. Business justification: GL account on permit documents records expense posting for compliance fees.,Internal - LLM Generated Cross-Domain Link
asset,capital_finance,compliance_document,registry_id,registry_id,Asset ID,BIGINT,,asset.registry.registry_id,,,master_data,Reference to the physical asset or equipment to which this compliance document or permit applies. Links to the asset registry in Maximo EAM.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,superseded_by_document_compliance_document_id,superseded_by_document_compliance_document_id,Superseded By Document ID,BIGINT,,asset.compliance_document.compliance_document_id,,,master_data,Reference to the compliance document that supersedes or replaces this document. Used to track document revision chains and ensure field crews access the latest version.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,access_restriction_flag,access_restriction_flag,Access Restriction Flag,BOOLEAN,,,,,master_data,"Indicates whether access to this document is restricted to specific roles or individuals due to security, safety, or regulatory requirements.",NERC CIP
asset,capital_finance,compliance_document,active_flag,active_flag,Active Flag,BOOLEAN,,,,,master_data,"Indicates whether this compliance document or permit is currently active and in force. Inactive records represent superseded, expired, or cancelled documents retained for historical reference.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,compliance_conditions,compliance_conditions,Compliance Conditions,STRING,,,,,master_data,"Detailed text describing the specific conditions, requirements, or restrictions imposed by the regulatory authority as part of the permit or license. May include operational limits, reporting requirements, or environmental mitigation measures.","FERC, State PUC, EPA"
asset,capital_finance,compliance_document,compliance_status,compliance_status,Compliance Status,STRING,,,,compliant|non_compliant|conditional|under_review|suspended,master_data,Current compliance state of the permit or document. Indicates whether the utility is meeting all conditions and requirements associated with this regulatory document.,"FERC, NERC CIP, State PUC"
asset,capital_finance,compliance_document,confidentiality_level,confidentiality_level,Confidentiality Level,STRING,,,,public|internal|confidential|restricted,master_data,The data classification level of the document content. Determines access controls and distribution restrictions. Critical Infrastructure Protection (CIP) documents may be restricted.,"NERC CIP, ISO 55000"
asset,capital_finance,compliance_document,contact_email,contact_email,Contact Email,STRING,,,confidential,"^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$",master_data,The email address of the responsible party or document owner for inquiries and compliance coordination.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,contact_phone,contact_phone,Contact Phone,STRING,,,confidential,,master_data,The phone number of the responsible party or document owner for urgent compliance matters.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,The date and time when this compliance document record was first created in the system. Audit trail for data lineage and compliance tracking.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,dms_reference,dms_reference,Document Management System (DMS) Reference,STRING,,,,,master_data,The unique identifier or URL reference to the document in the enterprise document management system. Enables direct access to the digital document file.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_category,document_category,Document Category,STRING,,,,regulatory|technical|operational|legal|environmental|safety,master_data,High-level classification of the document by its primary business function. Used for organizing and filtering documents in the document management system.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_description,document_description,Document Description,STRING,,,,,master_data,"Detailed narrative description of the compliance document or permit, including its scope, purpose, and any special conditions or requirements.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_number,document_number,Document Number,STRING,,,,,master_data,"The externally-known unique identifier or permit number assigned by the issuing authority or document management system. Examples include construction permit number, operating license number, environmental permit number, or engineering drawing number.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_originator,document_originator,Document Originator,STRING,,,,,master_data,"The person, department, or external contractor who created or authored the document. Relevant for engineering drawings, test reports, and operational manuals.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_size_mb,document_size_mb,Document Size (MB),"DECIMAL(10,2)",,,,,master_data,The file size of the digital document in megabytes. Used for storage planning and mobile data transfer optimization.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_title,document_title,Document Title,STRING,,,,,master_data,The full descriptive title or name of the compliance document or permit as it appears on the official record.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,document_type,document_type,Document Type,STRING,,,,,master_data,Classification of the compliance document or permit. Indicates the nature and purpose of the document within the regulatory and operational framework. [ENUM-REF-CANDIDATE: construction_permit|operating_license|environmental_permit|right_of_way|easement|engineering_drawing|as_built_drawing|test_report|om_manual|relay_setting_sheet|inspection_certificate|compliance_certificate|safety_certificate|other — 14 candidates stripped; promote to reference product],"FERC, NERC CIP, ISO 55000"
asset,capital_finance,compliance_document,effective_date,effective_date,Effective Date,DATE,,,,,master_data,The date on which the permit or document becomes legally binding or operationally effective. May differ from issue date for permits with future start dates.,"FERC, State PUC"
asset,capital_finance,compliance_document,expiration_date,expiration_date,Expiration Date,DATE,,,,,master_data,The date on which the permit or license expires and must be renewed. Null for documents without expiration such as as-built drawings or permanent easements.,"FERC, State PUC, EPA"
asset,capital_finance,compliance_document,file_format,file_format,File Format,STRING,,,,,master_data,The digital file format of the stored document. Important for determining accessibility and compatibility with field crew mobile devices and engineering software. [ENUM-REF-CANDIDATE: pdf|dwg|dxf|docx|xlsx|tiff|jpg|other — 8 candidates stripped; promote to reference product],ISO 55000 Asset Management
asset,capital_finance,compliance_document,gis_reference,gis_reference,Geographic Information System (GIS) Reference,STRING,,,,,master_data,The unique identifier linking this document to a geographic feature or asset location in Esri ArcGIS. Enables spatial analysis and map-based document retrieval.,"Esri ArcGIS, ISO 55000"
asset,capital_finance,compliance_document,inspection_required_flag,inspection_required_flag,Inspection Required Flag,BOOLEAN,,,,,master_data,Indicates whether this permit or document requires periodic inspections or audits to maintain compliance.,"FERC, State PUC, OSHA"
asset,capital_finance,compliance_document,issue_date,issue_date,Issue Date,DATE,,,,,master_data,The date on which the permit was issued by the regulatory authority or the document was officially released. Represents the principal business event timestamp for this compliance record.,"FERC, State PUC, ISO 55000"
asset,capital_finance,compliance_document,issuing_authority,issuing_authority,Issuing Authority,STRING,,,,,master_data,"The regulatory body, government agency, or organization that issued the permit or created the document. Examples include FERC, state PUC, EPA, local municipality, or internal engineering department.","FERC, NERC, State PUC, EPA"
asset,capital_finance,compliance_document,jurisdiction,jurisdiction,Jurisdiction,STRING,,,,,master_data,"The geographic or regulatory jurisdiction under which this document or permit applies. May be federal, state, county, or municipal level.","FERC, State PUC, EPA"
asset,capital_finance,compliance_document,last_updated_timestamp,last_updated_timestamp,Last Updated Timestamp,TIMESTAMP,,,,,master_data,The date and time when this compliance document record was most recently modified. Audit trail for change tracking and data quality monitoring.,ISO 55000 Asset Management
asset,capital_finance,compliance_document,next_inspection_date,next_inspection_date,Next Inspection Date,DATE,,,,,master_data,The scheduled date for the next required inspection or compliance audit associated with this permit or document.,"FERC, State PUC, OSHA"
asset,capital_finance,compliance_document,notes,notes,Notes,STRING,,,,,master_data,"Free-form text field for additional comments, special instructions, or historical context related to the compliance document or permit.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,permit_cost_amount,permit_cost_amount,Permit Cost Amount,"DECIMAL(15,2)",,,,,master_data,"The total cost incurred to obtain or maintain this permit or license, including application fees, legal costs, and consulting expenses. Used for rate case documentation and regulatory asset base (RAB) reporting.","FERC, State PUC, FASB ASC 980"
asset,capital_finance,compliance_document,permit_cost_currency,permit_cost_currency,Permit Cost Currency,STRING,,,,USD,master_data,The currency in which permit costs are denominated. Standardized to USD for this utility.,ISO 4217
asset,capital_finance,compliance_document,regulatory_framework,regulatory_framework,Regulatory Framework,STRING,,,,,master_data,"The specific regulatory program, statute, or framework under which this permit or document was issued. Examples include Clean Air Act, NERC CIP standards, FERC transmission tariff, or state-specific utility regulations.","FERC, NERC, EPA, State PUC"
asset,capital_finance,compliance_document,renewal_date,renewal_date,Renewal Date,DATE,,,,,master_data,The date by which the permit or license must be renewed to maintain compliance. Used for tracking renewal cycles and compliance deadlines.,"FERC, State PUC, EPA"
asset,capital_finance,compliance_document,renewal_status,renewal_status,Renewal Status,STRING,,,,current|pending_renewal|renewal_submitted|expired|not_applicable,master_data,"Current state of the permit or license renewal process. Tracks whether the document is current, requires renewal action, or has expired.","FERC, State PUC, EPA"
asset,capital_finance,compliance_document,responsible_party,responsible_party,Responsible Party,STRING,,,,,master_data,"The name or identifier of the individual, department, or contractor responsible for maintaining compliance with this document or permit. Used for accountability and workflow routing.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,revision_number,revision_number,Revision Number,STRING,,,,,master_data,"The version or revision identifier for the document. Tracks changes and updates to engineering drawings, permits, and operational documents over time.",ISO 55000 Asset Management
asset,capital_finance,compliance_document,storage_location,storage_location,Storage Location,STRING,,,,,master_data,"The physical or digital location where the original or official copy of the document is stored. May include document management system reference, file path, cabinet location, or external repository identifier.",ISO 55000 Asset Management
asset,capital_finance,depreciation_schedule,depreciation_schedule_id,depreciation_schedule_id,Depreciation Schedule Identifier (ID),BIGINT,Y,,,,master_data,Unique identifier for the depreciation schedule record. Primary key for the depreciation schedule entity.,Internal Data Management Standard
asset,capital_finance,depreciation_schedule,asset_registry_id,asset_registry_id,Asset Identifier (ID),BIGINT,,asset.registry.registry_id,,,master_data,Reference to the physical asset being depreciated. Links to the asset registry in the enterprise asset management system.,ISO 55000 Asset Management
asset,capital_finance,depreciation_schedule,cost_center_id,cost_center_id,Cost Center Id (Foreign Key),BIGINT,,finance.cost_center.cost_center_id,,,master_data,Foreign key linking to finance.cost_center. Business justification: Depreciation expense allocation needs cost center reference for OPEX reporting per asset schedule.,Internal - LLM Generated Cross-Domain Link
asset,capital_finance,depreciation_schedule,registry_id,registry_id,Asset Identifier (ID),BIGINT,,asset.registry.registry_id,,,master_data,Reference to the physical asset being depreciated. Links to the asset registry in the enterprise asset management system.,ISO 55000 Asset Management
asset,capital_finance,depreciation_schedule,wbs_element_id,wbs_element_id,Wbs Element Id (Foreign Key),BIGINT,,finance.wbs_element.wbs_element_id,,,master_data,Foreign key linking to finance.wbs_element. Business justification: WBS element links depreciation charges to project work breakdown for capital budgeting.,Internal - LLM Generated Cross-Domain Link
asset,capital_finance,depreciation_schedule,accumulated_depreciation,accumulated_depreciation,Accumulated Depreciation,"DECIMAL(18,2)",,,,,master_data,The total depreciation expense recognized to date since the asset was placed in service. Represents the cumulative reduction in the asset's book value. Expressed in USD.,"FASB ASC 980 Regulated Operations, FERC Uniform System of Accounts"
asset,capital_finance,depreciation_schedule,annual_depreciation_expense,annual_depreciation_expense,Annual Depreciation Expense,"DECIMAL(18,2)",,,,,master_data,The calculated annual depreciation expense for this asset based on the depreciation method and remaining life. Used for financial reporting and rate case filings. Expressed in USD.,"FERC Uniform System of Accounts, State PUC Rate Case Requirements"
asset,capital_finance,depreciation_schedule,asset_category,asset_category,Asset Category,STRING,,,,,master_data,High-level categorization of the asset type for reporting and analysis. Aligns with major business functions and regulatory reporting segments. [ENUM-REF-CANDIDATE: generation|transmission|distribution|gas_distribution|substation|metering|it_equipment|vehicles|buildings|land — 10 candidates stripped; promote to reference product],"FERC Uniform System of Accounts, Internal Asset Taxonomy"
asset,capital_finance,depreciation_schedule,asset_class_code,asset_class_code,Asset Class Code,STRING,,,,,master_data,"Internal classification code grouping similar assets for depreciation purposes. Examples include transformers, poles, conductors, meters, generation equipment.","Internal Asset Management Standard, ISO 55000"
asset,capital_finance,depreciation_schedule,asset_location_code,asset_location_code,Asset Location Code,STRING,,,,,master_data,"Geographic or functional location code for the asset. May reference GIS coordinates, substation ID, service territory, or facility code.","Esri ArcGIS Asset Location Standard, Internal Location Taxonomy"
asset,capital_finance,depreciation_schedule,book_reserve_percentage,book_reserve_percentage,Book Reserve Percentage,"DECIMAL(5,2)",,,,,master_data,The accumulated depreciation expressed as a percentage of the original cost. Used in depreciation studies to assess the adequacy of depreciation rates. Also known as reserve ratio.,State PUC Depreciation Study Guidelines
asset,capital_finance,depreciation_schedule,book_tax_timing_difference,book_tax_timing_difference,Book-Tax Timing Difference,"DECIMAL(18,2)",,,,,master_data,"The cumulative difference between book depreciation and tax depreciation, creating deferred tax assets or liabilities. Important for regulatory accounting and rate-making. Expressed in USD.","FASB ASC 740 Income Taxes, FASB ASC 980 Regulated Operations"
asset,capital_finance,depreciation_schedule,created_timestamp,created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,master_data,The timestamp when this depreciation schedule record was first created in the system. Used for audit trail and data lineage tracking.,Internal Data Governance Standard
asset,capital_finance,depreciation_schedule,depreciable_cost_basis,depreciable_cost_basis,Depreciable Cost Basis,"DECIMAL(18,2)",,,,,master_data,"The original cost basis of the asset subject to depreciation, net of any salvage value. Represents the total amount to be depreciated over the asset's useful life. Expressed in USD.","FASB ASC 980 Regulated Operations, FERC Uniform System of Accounts"
asset,capital_finance,depreciation_schedule,depreciation_method,depreciation_method,Depreciation Method,STRING,,,,straight_line|declining_balance|sum_of_years_digits|units_of_production|macrs|acrs,master_data,The accounting method used to calculate depreciation expense for this asset. Straight-line is most common for utility assets under FERC regulations. MACRS (Modified Accelerated Cost Recovery System) is used for tax purposes.,"FERC Uniform System of Accounts, IRS Publication 946"
asset,capital_finance,depreciation_schedule,depreciation_rate_percentage,depreciation_rate_percentage,Depreciation Rate Percentage,"DECIMAL(7,4)",,,,,master_data,The annual depreciation rate expressed as a percentage of the depreciable cost basis. Calculated based on depreciation method and useful life. Used in regulatory reporting.,"FERC Uniform System of Accounts, State PUC Rate Case Requirements"
asset,capital_finance,depreciation_schedule,depreciation_status,depreciation_status,Depreciation Status,STRING,,,,active|suspended|fully_depreciated|retired|pending_study_revision,master_data,Current status of the depreciation schedule. Active schedules accrue depreciation expense; suspended schedules are temporarily paused; fully depreciated assets have zero net book value; retired assets are no longer in service.,Internal Depreciation Management Standard
asset,capital_finance,depreciation_schedule,depreciation_study_reference,depreciation_study_reference,Depreciation Study Reference,STRING,,,,,master_data,Reference identifier or citation to the depreciation study that established the depreciation parameters for this asset class. Depreciation studies are typically conducted every 5-10 years and filed with regulatory commissions.,State PUC Depreciation Study Requirements
asset,capital_finance,depreciation_schedule,ferc_account_code,ferc_account_code,Federal Energy Regulatory Commission (FERC) Account Code,STRING,,,,"^[0-9]{3,6}$",master_data,"The FERC Uniform System of Accounts code that classifies this asset for regulatory reporting. Examples include 311 (Intangible Plant), 314 (Transmission Plant), 360-373 (Distribution Plant).",FERC Uniform System of Accounts
asset,capital_finance,depreciation_schedule,impairment_indicator_flag,impairment_indicator_flag,Impairment Indicator Flag,BOOLEAN,,,,,master_data,"Indicates whether this asset has been flagged for potential impairment testing due to events such as obsolescence, damage, regulatory disallowance, or changes in market conditions.","FASB ASC 360 Property Plant and Equipment, FASB ASC 980"
asset,capital_finance,depreciation_schedule,impairment_loss_amount,impairment_loss_amount,Impairment Loss Amount,"DECIMAL(18,2)",,,,,master_data,The cumulative impairment loss recognized for this asset if its carrying value exceeds its recoverable amount. Expressed in USD. Null if no impairment has been recorded.,FASB ASC 360 Property Plant and Equipment
asset,capital_finance,depreciation_schedule,in_service_date,in_service_date,In-Service Date,DATE,,,,,master_data,The date the asset was placed into service and began being depreciated. Critical for calculating accumulated depreciation and remaining life.,"FERC Uniform System of Accounts, FASB ASC 980"
asset,capital_finance,depreciation_schedule,last_depreciation_run_date,last_depreciation_run_date,Last Depreciation Run Date,DATE,,,,,master_data,The date of the most recent depreciation calculation run that updated accumulated depreciation and net book value for this asset. Typically monthly or quarterly.,SAP FI/CO Fixed Asset Accounting
asset,capital_finance,depreciation_schedule,last_modified_timestamp,last_modified_timestamp,Record Last Modified Timestamp,TIMESTAMP,,,,,master_data,The timestamp when this depreciation schedule record was last updated. Used for audit trail and change tracking.,Internal Data Governance Standard
asset,capital_finance,depreciation_schedule,modified_by_user,modified_by_user,Modified By User,STRING,,,,,master_data,The user ID or name of the person who last modified this depreciation schedule record. Used for audit trail and accountability.,Internal Data Governance Standard
asset,capital_finance,depreciation_schedule,net_book_value,net_book_value,Net Book Value (NBV),"DECIMAL(18,2)",,,,,master_data,The current book value of the asset calculated as depreciable cost basis minus accumulated depreciation. Represents the undepreciated value remaining on the balance sheet. Expressed in USD.,FASB ASC 980 Regulated Operations
asset,capital_finance,depreciation_schedule,next_depreciation_run_date,next_depreciation_run_date,Next Depreciation Run Date,DATE,,,,,master_data,The scheduled date for the next depreciation calculation run. Used for planning and ensuring timely financial close.,Internal Financial Close Calendar
asset,capital_finance,depreciation_schedule,notes,notes,Depreciation Schedule Notes,STRING,,,,,master_data,"Free-text field for additional notes, comments, or explanations regarding the depreciation schedule, such as special regulatory treatment, study assumptions, or adjustments.",Internal Documentation Standard
