domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
asset,asset_registry,facility,net_book_value,net_book_value,,"DECIMAL(18,2)",,,,,master_data,"Current book value of the facility after accumulated depreciation, representing the undepreciated capital investment remaining in the regulatory asset base.",
asset,asset_registry,facility,next_inspection_due_date,next_inspection_due_date,,DATE,,,,,master_data,Scheduled date for the next required inspection based on regulatory requirements or preventive maintenance schedules.,
asset,asset_registry,facility,operating_organization,operating_organization,,STRING,,,,,master_data,Business unit or department responsible for day-to-day operations and maintenance of the facility.,
asset,asset_registry,facility,operational_status,operational_status,,STRING,,,,,master_data,Current lifecycle state of the facility indicating its availability and operational readiness for utility operations.,
asset,asset_registry,facility,original_cost,original_cost,,"DECIMAL(18,2)",,,,,master_data,"Total capital expenditure incurred to construct or acquire the facility, including direct costs and capitalized interest (AFUDC). Used as the basis for regulatory rate base and depreciation calculations.",
asset,asset_registry,facility,owner_organization,owner_organization,,STRING,,,,,master_data,Business unit or legal entity that owns the facility for financial and regulatory reporting purposes.,
asset,asset_registry,facility,regulatory_jurisdiction,regulatory_jurisdiction,,STRING,,,,,master_data,Primary regulatory authority level governing this facility for compliance and rate-making purposes.,
asset,asset_registry,facility,retirement_date,retirement_date,,DATE,,,,,master_data,Date when the facility was permanently removed from service and retired from the asset base.,
asset,asset_registry,facility,service_territory,service_territory,,STRING,,,,,master_data,"Geographic service area or regulatory territory that this facility serves, typically aligned with state or regional boundaries.",
asset,asset_registry,facility,useful_life_years,useful_life_years,,INT,,,,,master_data,"Expected service life of the facility in years, used for depreciation calculations and long-term capital planning.",
asset,asset_registry,hierarchy,hierarchy_id,hierarchy_id,Asset Hierarchy ID,BIGINT,Y,,,,master_data,Unique identifier for the asset hierarchy relationship record. Primary key for the asset hierarchy product.,ISO 55000 Asset Management
asset,asset_registry,hierarchy,child_asset_asset_master_id,child_asset_asset_master_id,Child Asset ID,BIGINT,,asset.master.master_id,,,master_data,"Identifier of the child asset in the hierarchy structure. References the subordinate asset in the parent-child relationship (e.g., transformer as child of substation, circuit breaker as child of feeder).",ISO 55000 Asset Management
asset,asset_registry,hierarchy,master_id,master_id,Parent Asset ID,BIGINT,,asset.master.master_id,,,master_data,"Identifier of the parent asset in the hierarchy structure. References the superior asset in the parent-child relationship (e.g., substation as parent of transformer, feeder as parent of circuit breaker).",ISO 55000 Asset Management
asset,asset_registry,hierarchy,connectivity_role,connectivity_role,Connectivity Role,STRING,,,,upstream|downstream|parallel|redundant|backup|isolated,master_data,Electrical or operational connectivity role of the child asset relative to the parent in network topology. Upstream indicates the child is electrically upstream (source side) of the parent. Downstream indicates the child is electrically downstream (load side). Parallel indicates the child operates in parallel with siblings. Redundant indicates the child provides backup capacity. Backup indicates standby configuration. Isolated indicates the child is electrically isolated. Used by OMS for fault isolation and upstream/downstream asset identification during outage events.,"IEEE Std 1547 Interconnection, NERC Reliability Standards"
asset,asset_registry,hierarchy,cost_rollup_enabled,cost_rollup_enabled,Cost Rollup Enabled,BOOLEAN,,,,,master_data,"Boolean flag indicating whether maintenance and capital costs (CAPEX/OPEX) for the child asset should be rolled up and aggregated to the parent asset for financial reporting. True enables cost aggregation for rate case cost studies, depreciation schedules, and regulatory asset base reporting. False isolates child costs for separate tracking. Used by EAM (Oracle WAM/Maximo) for work order cost allocation and AFUDC calculation.","FERC Uniform System of Accounts, ISO 55000 Asset Management"
asset,asset_registry,hierarchy,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,"Timestamp when the asset hierarchy relationship record was first created in the system. Used for data lineage, audit trail, and temporal analysis of hierarchy configuration changes. Supports regulatory compliance and data governance requirements.","ISO 55000 Asset Management, SOX Compliance"
asset,asset_registry,hierarchy,criticality_inheritance,criticality_inheritance,Criticality Inheritance,STRING,,,,inherit_from_parent|override_independent|aggregate_children|highest_in_branch,master_data,Rule governing how asset criticality rating is inherited or calculated within the hierarchy. Inherit from parent means the child adopts the parent's criticality. Override independent means the child has its own criticality rating. Aggregate children means the parent's criticality is calculated from child criticalities. Highest in branch means the criticality is the maximum value in the hierarchy branch. Used for risk-based maintenance prioritization and regulatory compliance (NERC CIP asset identification).,"NERC CIP Standards, ISO 55000 Asset Management"
asset,asset_registry,hierarchy,effective_date,effective_date,Effective Date,DATE,,,,,master_data,"Date when the parent-child hierarchical relationship became or will become active. Used for temporal hierarchy tracking to support asset configuration changes, capital project commissioning (CPCN), and regulatory asset base reporting. Supports point-in-time hierarchy reconstruction for rate case cost studies and depreciation schedule audits.","ISO 55000 Asset Management, FERC Uniform System of Accounts"
asset,asset_registry,hierarchy,expiration_date,expiration_date,Expiration Date,DATE,,,,,master_data,"Date when the parent-child hierarchical relationship ended or will end. Null for currently active relationships. Populated when assets are relocated, reconfigured, or retired. Used for temporal hierarchy tracking to support asset lifecycle analysis, work order cost roll-up accuracy, and regulatory depreciation reporting.","ISO 55000 Asset Management, FERC Uniform System of Accounts"
asset,asset_registry,hierarchy,hierarchy_level,hierarchy_level,Hierarchy Level,INT,,,,,master_data,"Numeric depth level of the child asset within the overall hierarchy tree. Level 1 represents top-level assets (e.g., power plant, transmission substation), with increasing numbers representing deeper nesting (e.g., level 5 might be individual relay components). Used for drill-down navigation and cost roll-up aggregation in EAM systems.",ISO 55000 Asset Management
asset,asset_registry,hierarchy,hierarchy_type,hierarchy_type,Hierarchy Type,STRING,,,,functional_location|asset_assembly|network_segment|linear_reference|system_subsystem|spatial_containment,master_data,Classification of the hierarchical relationship type. Functional location represents geographic or operational location hierarchy (plant > substation > bay). Asset assembly represents physical component breakdown (transformer > winding > bushing). Network segment represents electrical connectivity (transmission line > circuit > segment). Linear reference represents distance-based positioning along linear assets (pipeline > mile marker). System subsystem represents logical grouping (generation system > turbine subsystem). Spatial containment represents GIS-based geographic containment.,"ISO 55000 Asset Management, ESRI ArcGIS Utility Network Model"
asset,asset_registry,hierarchy,is_primary_parent,is_primary_parent,Is Primary Parent,BOOLEAN,,,,,master_data,"Boolean flag indicating whether this parent represents the primary hierarchical relationship for the child asset. True when this is the authoritative parent for cost roll-up, work order scoping, and regulatory reporting. False for secondary or reference-only parent relationships. An asset may have multiple parents in different hierarchy types (functional location vs. network segment), but only one primary parent per type.",ISO 55000 Asset Management
asset,asset_registry,hierarchy,linear_measure_from,linear_measure_from,Linear Measure From,"DECIMAL(18,6)",,,,,master_data,"Starting linear distance measure along the parent linear asset (transmission line, gas pipeline) where the child asset begins. Measured in the unit specified by linear measure unit (typically miles, kilometers, or feet). Used for linear referencing systems to position assets along network segments. Supports GIS linear referencing and pipeline integrity management (PHMSA compliance).","ESRI ArcGIS Linear Referencing, PHMSA Pipeline Safety Regulations"
asset,asset_registry,hierarchy,linear_measure_to,linear_measure_to,Linear Measure To,"DECIMAL(18,6)",,,,,master_data,"Ending linear distance measure along the parent linear asset (transmission line, gas pipeline) where the child asset ends. Measured in the unit specified by linear measure unit (typically miles, kilometers, or feet). Used for linear referencing systems to define asset span or coverage. Supports GIS linear referencing and pipeline integrity management (PHMSA compliance).","ESRI ArcGIS Linear Referencing, PHMSA Pipeline Safety Regulations"
asset,asset_registry,hierarchy,linear_measure_unit,linear_measure_unit,Linear Measure Unit,STRING,,,,miles|kilometers|feet|meters,master_data,Unit of measure for linear distance measurements (linear measure from and linear measure to) along linear assets. Miles and feet are common in US utilities. Kilometers and meters are common internationally. Used for linear referencing systems in GIS and pipeline integrity management.,"ESRI ArcGIS Linear Referencing, ISO 80000 Quantities and Units"
asset,asset_registry,hierarchy,modified_timestamp,modified_timestamp,Modified Timestamp,TIMESTAMP,,,,,master_data,"Timestamp when the asset hierarchy relationship record was last modified. Updated whenever any attribute of the relationship changes. Used for change tracking, audit trail, and data synchronization between EAM (Oracle WAM/Maximo) and GIS (ESRI ArcGIS) systems.","ISO 55000 Asset Management, SOX Compliance"
asset,asset_registry,hierarchy,position_slot,position_slot,Position Slot,STRING,,,,,master_data,"Physical or logical position identifier of the child asset within the parent assembly. Examples include bay number within substation (Bay-A, Bay-B), slot number in control panel (Slot-03), phase designation (Phase-A, Phase-B, Phase-C), or valve station milepost (MP-45.2). Used for spatial asset management and maintenance work order scoping.","IEEE Std 1686 Substation IED Cybersecurity, ESRI ArcGIS"
asset,asset_registry,hierarchy,relationship_description,relationship_description,Relationship Description,STRING,,,,,master_data,"Free-text description providing additional context about the parent-child hierarchical relationship. May include physical connection details, functional dependency notes, or special configuration information relevant to maintenance planning, outage management, or network analysis.",ISO 55000 Asset Management
asset,asset_registry,hierarchy,relationship_status,relationship_status,Relationship Status,STRING,,,,active|inactive|planned|decommissioned|temporary,master_data,Current lifecycle status of the parent-child hierarchical relationship. Active indicates the relationship is currently in effect. Inactive indicates the relationship has been superseded but retained for historical reference. Planned indicates a future relationship for capital projects (CAPEX) or asset additions. Decommissioned indicates the relationship ended due to asset retirement. Temporary indicates a short-term relationship for construction or maintenance activities.,ISO 55000 Asset Management
asset,asset_registry,hierarchy,sort_order,sort_order,Sort Order,INT,,,,,master_data,"Numeric sequence for ordering child assets within the same parent and hierarchy level. Used to control display order in EAM work order hierarchies, GIS network trace results, and asset drill-down reports. Lower numbers appear first.",ISO 55000 Asset Management
asset,asset_registry,hierarchy,spatial_reference_system,spatial_reference_system,Spatial Reference System,STRING,,,,,master_data,"Geographic coordinate system or spatial reference identifier used for GIS-based hierarchy positioning. Examples include EPSG codes (e.g., EPSG:4326 for WGS84, EPSG:3857 for Web Mercator) or state plane coordinate systems. Used by ESRI ArcGIS for spatial asset management, network connectivity modeling, and linear referencing along transmission lines and gas pipelines.","ESRI ArcGIS Utility Network Model, ISO 19111 Spatial Referencing"
asset,asset_registry,location,location_id,location_id,Asset Location Identifier (ID),BIGINT,Y,,,,master_data,Unique identifier for the asset location record. Primary key for the asset location entity.,ISO/IEC 11179
asset,asset_registry,location,parent_location_id,parent_location_id,Parent Location Identifier (ID),BIGINT,,asset.location.location_id,,,master_data,"Reference to the parent location in a hierarchical location structure, enabling nested location relationships such as a pole within a circuit or a bay within a substation.",IEEE 1547
asset,asset_registry,location,premise_id,premise_id,Premise Id (Foreign Key),BIGINT,,customer.premise.premise_id,,,master_data,"Foreign key linking to customer.premise. Business justification: Asset locations often coincide with customer premises (pad-mount transformers, meters, service equipment at property). Supports spatial analysis, service territory planning, and asset-to-customer mapp",Internal - LLM Generated Cross-Domain Link
asset,asset_registry,location,access_restrictions,access_restrictions,Access Restrictions,STRING,,,,,master_data,"Description of any physical or regulatory restrictions on accessing the asset location, such as locked gates, permit requirements, or hazardous conditions.",OSHA 29 CFR 1910
asset,asset_registry,location,city,city,City,STRING,,,"confidential,pii_address",,master_data,City or municipality where the asset location is situated.,USPS Publication 28
asset,asset_registry,location,coordinate_accuracy_class,coordinate_accuracy_class,Coordinate Accuracy Class,STRING,,,,survey_grade|gps_high|gps_standard|estimated|unknown,master_data,"Classification of the spatial coordinate accuracy for the asset location, indicating the precision and reliability of latitude and longitude data.",FGDC-STD-007
asset,asset_registry,location,country_code,country_code,Country Code,STRING,,,,^[A-Z]{3}$,master_data,Three-letter ISO country code where the asset location is situated.,ISO 3166-1 alpha-3
asset,asset_registry,location,county,county,County,STRING,,,,,master_data,"County or parish jurisdiction where the asset location resides, used for regulatory compliance and tax reporting.",FIPS 6-4
asset,asset_registry,location,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this asset location record was first created in the system.,ISO 8601
asset,asset_registry,location,criticality_rating,criticality_rating,Criticality Rating,STRING,,,,critical|high|medium|low,master_data,"Business criticality classification of the asset location based on customer impact, system reliability, and operational importance. Drives maintenance prioritization and emergency response.",NERC Reliability Standards
asset,asset_registry,location,eam_system_reference,eam_system_reference,Enterprise Asset Management (EAM) System Identifier (ID),STRING,,,,,master_data,"Unique identifier for this asset location in the source Enterprise Asset Management system (Oracle WAM or IBM Maximo), used for cross-system reconciliation.",ISO 55000
asset,asset_registry,location,easement_reference,easement_reference,Easement Reference,STRING,,,,,master_data,"Reference identifier for the utility easement or right-of-way agreement granting access to this location, critical for legal compliance and asset access rights.",NARUC Uniform System of Accounts
asset,asset_registry,location,elevation_ft,elevation_ft,Elevation (Feet),"DECIMAL(10,2)",,,,,master_data,"Elevation of the asset location above sea level in feet, relevant for transmission line clearance calculations and flood risk assessment.",NAVD 88
asset,asset_registry,location,environmental_zone,environmental_zone,Environmental Zone,STRING,,,,,master_data,"Environmental classification or sensitive area designation for the location, such as wetland, floodplain, or protected habitat, used for environmental compliance.",EPA Clean Water Act
asset,asset_registry,location,gas_pressure_zone,gas_pressure_zone,Gas Pressure Zone,STRING,,,,,master_data,"Natural gas pressure zone designation for locations on the gas distribution network, used for pipeline safety and operational planning.",PHMSA 49 CFR Part 192
asset,asset_registry,location,gis_feature_class,gis_feature_class,Geographic Information System (GIS) Feature Class,STRING,,,,,master_data,"GIS feature class or layer name in the ESRI ArcGIS system where this location is represented, enabling integration with spatial asset management.",ESRI ArcGIS Data Model
asset,asset_registry,location,gis_object_reference,gis_object_reference,Geographic Information System (GIS) Object Identifier (ID),STRING,,,,,master_data,"Unique object identifier in the GIS system for this asset location, used for cross-system integration between Enterprise Asset Management (EAM) and GIS platforms.",ESRI ArcGIS Data Model
asset,asset_registry,location,in_service_date,in_service_date,In-Service Date,DATE,,,,,master_data,Date when the asset location became operational and available for asset installation and service delivery.,FERC Uniform System of Accounts
asset,asset_registry,location,installation_date,installation_date,Installation Date,DATE,,,,,master_data,Date when the asset location was first established or commissioned for utility operations.,FERC Uniform System of Accounts
asset,asset_registry,location,land_parcel_reference,land_parcel_reference,Land Parcel Reference,STRING,,,,,master_data,"Tax parcel identifier or legal land description for the property where the asset location resides, used for easement management and property tax reporting.",PLSS
asset,asset_registry,location,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,"Timestamp when this asset location record was most recently updated, used for data lineage and audit trail.",ISO 8601
asset,asset_registry,location,latitude,latitude,Latitude,"DECIMAL(10,7)",,,"restricted,pii_address",,master_data,"Geographic latitude coordinate of the asset location in decimal degrees, used for Geographic Information System (GIS) integration and spatial analysis.",WGS 84
asset,asset_registry,location,location_code,location_code,Location Code,STRING,,,,,master_data,"Business identifier code for the asset location, used for operational reference and work order dispatching. Typically follows utility-specific naming conventions for substations, plants, poles, vaults, and other infrastructure locations.",IEEE 1547
asset,asset_registry,location,location_description,location_description,Location Description,STRING,,,,,master_data,"Detailed textual description of the asset location, including landmarks, access instructions, and physical characteristics to aid field crews in locating the site.",IEEE 1547
asset,asset_registry,location,location_name,location_name,Location Name,STRING,,,,,master_data,"Human-readable name or designation of the asset location, such as substation name, plant name, or pole identifier.",IEEE 1547
asset,asset_registry,location,location_status,location_status,Location Status,STRING,,,,active|inactive|planned|decommissioned|under_construction|temporarily_closed,master_data,Current operational status of the asset location in its lifecycle. Indicates whether the location is available for asset installation and operational use.,NERC Reliability Standards
asset,asset_registry,location,location_type,location_type,Location Type,STRING,,,,,master_data,Classification of the physical or functional location type where utility assets are installed. Determines the spatial and operational characteristics of the location. [ENUM-REF-CANDIDATE: substation|generating_plant|transmission_tower|distribution_pole|vault|manhole|right_of_way — 7 candidates stripped; promote to reference product],NERC Glossary of Terms
asset,asset_registry,location,longitude,longitude,Longitude,"DECIMAL(10,7)",,,"restricted,pii_address",,master_data,"Geographic longitude coordinate of the asset location in decimal degrees, used for Geographic Information System (GIS) integration and spatial analysis.",WGS 84
asset,asset_registry,location,modified_by,modified_by,Modified By,STRING,,,,,master_data,"User identifier or system account that last modified this asset location record, supporting audit and data governance requirements.",ISO 27001
asset,asset_registry,location,operating_center,operating_center,Operating Center,STRING,,,,,master_data,"Operational control center or district responsible for managing assets at this location, used for crew dispatching and maintenance planning.",NERC Reliability Standards
asset,asset_registry,location,ownership_type,ownership_type,Ownership Type,STRING,,,,utility_owned|customer_owned|joint_owned|leased|easement,master_data,"Classification of the ownership or control arrangement for the asset location, indicating whether it is utility-owned, customer-owned, or under easement.",NARUC Uniform System of Accounts
asset,asset_registry,location,postal_code,postal_code,Postal Code,STRING,,,"confidential,pii_address",,master_data,Postal or ZIP code for the asset location address.,USPS Publication 28
asset,asset_registry,location,regulatory_jurisdiction,regulatory_jurisdiction,Regulatory Jurisdiction,STRING,,,,,master_data,"Public Utility Commission (PUC) or regulatory body with jurisdiction over this asset location, used for compliance reporting and rate case preparation.",FERC Regulations
asset,asset_registry,location,retirement_date,retirement_date,Retirement Date,DATE,,,,,master_data,"Date when the asset location was decommissioned or retired from active service, used for regulatory asset base reporting.",FERC Uniform System of Accounts
asset,asset_registry,location,service_territory,service_territory,Service Territory,STRING,,,,,master_data,"Geographic service territory or operating region where the asset location resides, used for jurisdictional and regulatory reporting.",FERC Uniform System of Accounts
asset,asset_registry,location,spatial_reference_system,spatial_reference_system,Spatial Reference System,STRING,,,,,master_data,"Coordinate reference system or projection used for the location coordinates, typically WGS84 or a state plane coordinate system.",EPSG Geodetic Parameter Dataset
asset,asset_registry,location,state,state,State,STRING,,,,,master_data,"State or province where the asset location is located, critical for Public Utility Commission (PUC) jurisdictional reporting.",ISO 3166-2
asset,asset_registry,location,street_address,street_address,Street Address,STRING,,,"confidential,pii_address",,master_data,"Physical street address of the asset location, including street number and name. Used for emergency response, crew dispatching, and regulatory reporting.",USPS Publication 28
asset,asset_registry,location,substation_name,substation_name,Substation Name,STRING,,,,,master_data,"Name of the substation where this location resides, applicable for locations within substation boundaries. Used for operational coordination and outage management.",NERC Glossary of Terms
asset,asset_registry,location,voltage_level_kv,voltage_level_kv,Voltage Level (Kilovolts),"DECIMAL(10,3)",,,,,master_data,"Nominal voltage level in kilovolts (kV) at this location, indicating whether it is transmission, sub-transmission, or distribution voltage.",IEEE C57.12.00
asset,asset_registry,master,master_id,master_id,Asset Master ID,BIGINT,Y,,,,master_data,"Unique identifier for the physical utility asset record. Primary key for the asset master entity. Serves as the anchor for all maintenance, inspection, failure, condition, warranty, and capital project records in the asset domain.",ISO 55000 Asset Management
asset,asset_registry,master,account_id,account_id,Account Id (Foreign Key),BIGINT,,customer.account.account_id,,,master_data,"Foreign key linking to customer.account. Business justification: Customer-specific assets (meters, service equipment) are assigned to accounts for billing, service delivery tracking, and cost allocation. Required for meter-to-bill reconciliation and customer servic",Internal - LLM Generated Cross-Domain Link
asset,asset_registry,master,cost_center_id,cost_center_id,Cost Center Id (Foreign Key),BIGINT,,finance.cost_center.cost_center_id,,,master_data,"Foreign key linking to finance.cost_center. Business justification: Assets are assigned to cost centers for ownership, responsibility, and budget allocation. Required for asset accounting, depreciation expense allocation, and management reporting by organizational uni",Internal - LLM Generated Cross-Domain Link
asset,asset_registry,master,location_id,location_id,Asset Location Id (Foreign Key),BIGINT,,asset.location.location_id,,,master_data,Foreign key linking to asset.asset_location. Business justification: Normalize location data to asset_location SSOT. The asset_location product is explicitly described as 'Master record for the physical or functional location where utility assets are installed' and con,Internal - LLM Generated Cross-Domain Link
asset,asset_registry,master,premise_id,premise_id,Premise Id (Foreign Key),BIGINT,,customer.premise.premise_id,,,master_data,"Foreign key linking to customer.premise. Business justification: Distribution assets (transformers, meters, service lines) are physically installed at customer premises. Essential for outage management, service planning, asset location tracking, and customer impact",Internal - LLM Generated Cross-Domain Link
asset,asset_registry,master,asset_class,asset_class,Asset Class,STRING,,,,,master_data,"High-level classification of the asset type across generation, transmission, distribution, and gas infrastructure. Determines the applicable maintenance programs, regulatory reporting requirements, and depreciation schedules. [ENUM-REF-CANDIDATE: generation_unit|transmission_line|distribution_transformer|gas_main|substation|meter|capacitor_bank|voltage_regulator — 8 candidates stripped; promote to reference product]",FERC Uniform System of Accounts
asset,asset_registry,master,asset_status,asset_status,Asset Status,STRING,,,,active|retired|decommissioned|under_construction|standby|out_of_service,master_data,Current lifecycle status of the asset. Active assets are in service and generating revenue or providing service. Retired assets are removed from service but not yet decommissioned. Decommissioned assets are permanently removed and disposed. Under construction assets are in the capital project phase (WIP). Standby assets are available but not currently in service. Out of service assets are temporarily unavailable due to maintenance or failure.,ISO 55000 Asset Management
asset,asset_registry,master,asset_tag,asset_tag,Asset Tag Number,STRING,,,,,master_data,Externally-known unique asset identifier assigned by the utility for physical asset tracking and field identification. Typically affixed to the physical asset as a barcode or RFID tag. Used by field crews and maintenance personnel for asset lookup.,ISO 55000 Asset Management
asset,asset_registry,master,asset_type,asset_type,Asset Type,STRING,,,,,master_data,"Detailed asset type within the asset class. Examples: combustion turbine, combined cycle unit, overhead transmission line, underground distribution cable, steel gas main, AMI electric meter, pad-mounted transformer. Drives specific maintenance procedures and inspection protocols.",NERC Glossary of Terms
asset,asset_registry,master,capacity_unit,capacity_unit,Capacity Unit of Measure,STRING,,,,,master_data,Unit of measure for the rated capacity field. MW (Megawatt) for generation. kVA or MVA for transformers. MCF (Thousand Cubic Feet) or BCF (Billion Cubic Feet) for gas infrastructure. kV (Kilovolt) for voltage level. [ENUM-REF-CANDIDATE: MW|kW|MVA|kVA|MCF|BCF|kV — 7 candidates stripped; promote to reference product],NERC Glossary of Terms
asset,asset_registry,master,created_timestamp,created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this asset master record was first created in the system. Used for data lineage and audit trail purposes.,ISO 8601 Date and Time Format
asset,asset_registry,master,depreciation_method,depreciation_method,Depreciation Method,STRING,,,,straight_line|declining_balance|sum_of_years_digits|units_of_production,master_data,Accounting depreciation method applied to this asset for financial reporting and rate case preparation. Straight-line is most common for utility assets. Method must be approved by the regulatory commission.,GAAP ASC 360
asset,asset_registry,master,eam_system_reference,eam_system_reference,Enterprise Asset Management (EAM) System ID,STRING,,,,,master_data,Unique identifier for this asset in the source Enterprise Asset Management system (Oracle WAM or IBM Maximo). Used for bi-directional synchronization between the lakehouse and the operational EAM system.,ISO 55000 Asset Management
asset,asset_registry,master,easement_reference,easement_reference,Easement Reference,STRING,,,,,master_data,Reference to the easement or right-of-way agreement that grants the utility legal access to the asset location. Critical for transmission and distribution assets on private property. Used for legal compliance and property rights management.,ISO 55000 Asset Management
asset,asset_registry,master,ferc_account_code,ferc_account_code,Federal Energy Regulatory Commission (FERC) Account Code,STRING,,,,,master_data,"FERC Uniform System of Accounts code for regulatory asset classification and depreciation tracking. Examples: 311 (Intangible Plant), 314 (Transmission Plant), 360-373 (Distribution Plant), 101 (Gas Plant in Service). Required for rate case filings and regulatory asset base reporting.",FERC Uniform System of Accounts
asset,asset_registry,master,gas_pressure_zone,gas_pressure_zone,Gas Pressure Zone,STRING,,,,,master_data,"Operating pressure zone classification for gas infrastructure assets. Examples: high pressure transmission, medium pressure distribution, low pressure service. Not applicable to electric assets.",PHMSA Pipeline Safety Regulations
asset,asset_registry,master,gis_feature_class,gis_feature_class,Geographic Information System (GIS) Feature Class,STRING,,,,,master_data,"ESRI ArcGIS feature class name for the spatial representation of this asset. Examples: ElectricTransmissionLine, DistributionTransformer, GasMain, Substation. Links the asset master record to the authoritative spatial record in the GIS system.",ESRI ArcGIS Data Model
asset,asset_registry,master,gis_object_reference,gis_object_reference,Geographic Information System (GIS) Object ID,STRING,,,,,master_data,Unique object identifier in the ESRI ArcGIS geodatabase for this asset feature. Enables direct lookup and synchronization between the EAM system (Oracle WAM / IBM Maximo) and the GIS system.,ESRI ArcGIS Data Model
asset,asset_registry,master,in_service_date,in_service_date,In-Service Date,DATE,,,,,master_data,Date the asset was placed into active service and began generating revenue or providing utility service. This is the official date for depreciation start and regulatory asset base inclusion. Critical for rate case preparation and FERC/PUC reporting.,FERC Uniform System of Accounts
asset,asset_registry,master,installation_date,installation_date,Installation Date,DATE,,,,,master_data,Date the asset was physically installed at its location. May precede the in-service date if commissioning and testing are required before the asset is placed into active service.,FERC Uniform System of Accounts
